County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Publishing Status,Published Rating,Published Rubric Version,Date Published,Expiration Date,Application Acceptance Date,Achievements,Accreditations,Alternative Pathways,Assigned Program Coordinator
Baltimore City,256684,Center,Life Prep Early Learning Center,Baltimore,21224,Yes,1,Active,1,3,Aug 11 2023,Aug 10 2024,Sep 08 2020,,,,Jennifer Blandford
Queen Anne's,256686,Family Childcare,Amy Freeman,Centreville,21617,Yes,1,Active,1,2,Nov 22 2023,Nov 21 2024,Oct 20 2020,,,,Liana Vega-Hernandez
Baltimore City,15358,LOC,Saint David's Day School,Baltimore,21210,Yes,2,Active,2,3,Feb 10 2023,Feb 10 2024,Aug 17 2021,,,,Trish Miller
Queen Anne's,256701,Family Childcare,Marsha Bramble,Millington,21651,Yes,3,Active,3,2,Dec 14 2023,Dec 13 2024,Dec 08 2020,,,No Additional Staff,Sally Gill
Baltimore,256703,Family Childcare,Kayla Thomas,Baltimore,21206,Yes,1,Active,1,2,Feb 27 2023,Feb 27 2024,Jan 25 2022,,,,Beth Snyder
Baltimore,256706,Center,The Y Eastside Family Head Start Center,Rosedale,21237,Yes,2,Active,2,3,Jul 14 2023,Jul 13 2024,Sep 08 2020,,,,Allison Rudoy
Washington,256720,Family Childcare,Nicole Shindle,Williamsport,21795,Yes,1,Active,1,2,Aug 04 2023,Aug 03 2024,Jan 25 2022,,,,Michelle Gray
Montgomery,256722,Family Childcare,Sara Tesfamicael,Bethesda,20817,Yes,1,Active,1,2,Jun 23 2023,Jun 22 2024,Sep 08 2020,,,,Amy Brannock
Baltimore City,256721,Center,Incubed Learning Center,Baltimore,21214,Yes,1,Active,1,2,Sep 08 2023,Sep 07 2024,Oct 06 2020,,,,Trish Miller
Baltimore City,59054,LOC,Cardinal Shehan School CCC,Baltimore,21239,Yes,1,Active,1,3,Feb 06 2023,Feb 06 2024,Nov 17 2020,,,,Laura Suguiyama
Montgomery,258821,Large Family Childcare,Lanka Mudannayake,Kensington,20895,Yes,1,Active,1,2,Dec 08 2023,Dec 07 2024,Oct 06 2020,Accredited Program 2025-07-01,National Association for Family Child Care (NAFCC) 2025-07-01,No Additional Staff  | National Association for Family Child Care (NAFCC) 2025-07-01,Nancy Gumbel
Charles,256725,Family Childcare,Khadijah Robaina,Waldorf,20602,Yes,2,Active,2,2,Sep 25 2023,Sep 24 2024,Sep 08 2020,,,,Nancy Gumbel
Montgomery,37270,LOC,St. Bernadette Extended Day,Silver Spring,20901,Yes,1,Active,1,3,Jun 24 2023,Jun 23 2024,Feb 23 2021,,,,Karina Cortes Hudack
Montgomery,101531,LOC,Sandy Spring Friends School,Sandy Spring,20860,Yes,0,,,,,,Jan 31 2023,,,,Beth Snyder
Montgomery,256741,Family Childcare,Sonia Lemus,Silver Spring,20901,Yes,1,Active,1,2,Apr 03 2023,Apr 02 2024,Apr 13 2021,,,,Carla Hillery
Anne Arundel,162893,LOC,Philippi Christian Preschool,Hanover,21076,Yes,1,Active,1,3,Sep 29 2023,Sep 28 2024,Nov 09 2021,,,,Karina Cortes Hudack
Garrett,256743,Center,Sacred Meadow LLC,Accident,21520,Yes,1,Active,1,3,Sep 12 2023,Sep 11 2024,Nov 17 2020,,,,Yvette Dodson
Harford,256744,Family Childcare,Lindsey Smallidge,Jarrettsville,21084,Yes,1,Active,1,2,May 18 2023,May 17 2024,Jun 08 2021,,,,Trish Miller
Montgomery,256750,Center,The Harbor Preschool,Potomac,20854,Yes,0,,,,,,May 09 2023,,Association of Independent Maryland Schools (AIMS),Association of Independent Maryland Schools (AIMS) 2033-12-31,Jennifer Blandford
Calvert,75876,LOC,Cardinal Hickey Academy Educare and Catholic Montessori Preschool,Owings,20736,Yes,1,Active,1,3,Mar 02 2023,Mar 01 2024,Mar 09 2021,,,,Julie Mitchell
Talbot,256782,Center,The Lab Child Care Center,Easton,21601,Yes,1,Active,1,3,Aug 01 2023,Jul 31 2024,Sep 22 2020,,,,Laura Suguiyama
Carroll,256789,Family Childcare,Jennifer Ranney,Woodbine,21797,Yes,1,Active,1,2,Oct 24 2023,Oct 23 2024,Sep 22 2020,,,,Nancy Gumbel
Howard,256788,Center,Your Journey Nursery and Preschool,Glenwood,21738,Yes,1,Active,1,3,Jun 29 2023,Jun 28 2024,Jan 12 2022,,,,Yvette Dodson
Carroll,256785,Center,Berry Patch ELC @ St. George's,Hampstead,21074,Yes,1,Active,1,2,Dec 07 2023,Dec 06 2024,Aug 17 2021,,,,Jennifer Blandford
Howard,256804,Center,Idea Lab Kids Maryland,Columbia,21045,Yes,1,Active,1,2,Oct 16 2023,Oct 15 2024,Oct 20 2020,,,,Laura Suguiyama
Charles,256805,Family Childcare,Tenia Gilbert,Waldorf,20602,Yes,1,Active,1,2,Sep 12 2023,Sep 11 2024,Oct 06 2020,,,,Michelle Gray
Baltimore City,256807,Family Childcare,Darlene Ghee,Baltimore,21218,Yes,1,Active,1,2,Oct 25 2023,Oct 24 2024,Oct 06 2020,,,,Nancy Gumbel
Caroline,256810,Family Childcare,Jessica Mulford,Preston,21655,Yes,1,Active,1,2,Aug 08 2023,Aug 07 2024,Sep 22 2020,Health and Wellness,,No Additional Staff,Nancy Gumbel
Howard,256820,Family Childcare,Gladis Orjuela,Laurel,20723,Yes,0,,,,,,Aug 29 2023,,,,Karina Cortes Hudack
Montgomery,256825,Family Childcare,Anny Gonzalez,Germantown,20874,Yes,5,Active,5,2,Nov 18 2023,Nov 17 2024,Oct 06 2020,,,No Additional Staff  | National Association for Family Child Care (NAFCC) 2026-06-01,Nancy Gumbel
Baltimore City,259480,Family Childcare,Robin Brayboy,Baltimore,21217,Yes,3,Active,3,2,Aug 21 2023,Aug 20 2024,Oct 06 2020,Quality Business Practices,,No Additional Staff,Michelle Gray
Harford,256829,Family Childcare,Jasmine Walker,Edgewood,21040,Yes,1,Active,1,2,Oct 20 2023,Oct 19 2024,Oct 06 2020,,,No Additional Staff,Nancy Gumbel
Montgomery,256841,Family Childcare,Rebecca Kim,Damascus,20872,Yes,1,Active,1,2,Nov 27 2023,Nov 26 2024,Jan 26 2021,,,,Theresa Lutz
Saint Mary's,251634,LOC,Little Flower School Pre-K and Before and After Care,Great Mills,20634,Yes,0,,,,,,Feb 28 2023,,,,Amy Brannock
Baltimore City,256842,Family Childcare,Kimberly Gregory,Baltimore,21229,Yes,1,Active,1,2,Sep 15 2023,Sep 14 2024,Sep 22 2022,,,,Sally Gill
Montgomery,256843,Family Childcare,Serena Sheffer,Bethesda,20817,Yes,1,Active,1,2,Sep 19 2023,Sep 18 2024,Oct 06 2020,,,No Additional Staff,Michelle Gray
Montgomery,256845,Center,Kreative Kidz Children's Center,Silver Spring,20906,Yes,1,Active,1,3,Nov 17 2023,Nov 16 2024,Nov 03 2020,,,,Julie Mitchell
Montgomery,256849,Center,Simcha Educational Center,Gaithersburg,20878,Yes,1,Active,1,3,Mar 09 2023,Mar 08 2024,Oct 20 2020,,,,Amy Brannock
Baltimore,256851,Center,My Place Your Place Educare,Windsor Mill,21244,Yes,1,Active,1,3,Aug 15 2023,Aug 14 2024,Oct 20 2020,,,,Amy Brannock
Washington,256852,Family Childcare,Kayla Souza,Hagerstown,21740,Yes,1,Active,1,2,Apr 13 2023,Apr 12 2024,Nov 17 2020,,,,Yvette Dodson
Harford,256861,Center,The Boys & Girls Club of Darlington Elementary School,Darlington,21034,Yes,1,Active,1,2,Mar 29 2023,Mar 28 2024,Oct 20 2020,,,,Laura Suguiyama
Harford,256863,Center,The Boys & Girls Club of Bakersfield Elementary School,Aberdeen,21001,Yes,1,Active,1,2,Aug 16 2023,Aug 15 2024,Oct 20 2020,,,,Laura Suguiyama
Charles,256866,Center,A Child's Journey Learning Center,La Plata,20646,Yes,3,Active,3,3,May 25 2023,May 24 2024,Oct 20 2020,,,,Amy Brannock
Prince George's,256871,Family Childcare,Kanwal Malik,Laurel,20708,Yes,1,Active,1,2,Feb 06 2023,Feb 06 2024,Nov 17 2020,,,,Sally Gill
Wicomico,256869,Family Childcare,Shakira Henderson,Salisbury,21804,Yes,1,Active,1,2,Nov 03 2023,Nov 02 2024,Nov 03 2020,,,No Additional Staff,Nancy Gumbel
Wicomico,256868,Family Childcare,Alyssa Davis,Delmar,21875,Yes,1,Active,1,2,Nov 01 2023,Oct 31 2024,Dec 08 2020,,,,Rachel Dorf
Baltimore City,256880,Family Childcare,Tamara Woods,Baltimore,21215,Yes,1,Active,1,2,Mar 17 2023,Mar 16 2024,Apr 13 2021,,,,Ann Evans
Washington,256890,Family Childcare,Kimberly Wright,Hagerstown,21740,Yes,1,Active,1,2,Aug 30 2023,Aug 29 2024,Oct 20 2020,,,,Liana Vega-Hernandez
Dorchester,256889,Family Childcare,Timajia Johnson,Cambridge,21613,Yes,1,Active,1,2,Jan 30 2023,Jan 30 2024,Nov 03 2020,,,,Nancy Gumbel
Baltimore,256896,Center,Enigma Daycare Center I,Baltimore,21207,Yes,1,Active,1,3,Mar 03 2023,Mar 02 2024,Mar 23 2021,,,,Sarah Thistle
Frederick,256895,Center,Adventure Park USA Child Care Center,Monrovia,21770,Yes,1,Active,1,3,Sep 28 2023,Sep 27 2024,Nov 03 2020,,,,Karina Cortes Hudack
Montgomery,256913,Center,Fun Square Early Learning Center,Potomac,20854,Yes,1,Active,1,3,Nov 17 2023,Nov 16 2024,Jan 12 2021,,,,Laura Suguiyama
Calvert,256916,Center,Lucrezia's Childcare,Huntingtown,20639,Yes,2,Active,2,3,Aug 29 2023,Aug 28 2024,Nov 03 2020,,,,Sarah Thistle
Talbot,256922,Center,"Kidz Learning Through Play Family Daycare, LLC",Easton,21601,Yes,3,Active,3,3,Nov 16 2023,Nov 15 2024,Nov 17 2020,,,,Yvette Dodson
Wicomico,256924,Family Childcare,Shinelle Sadberry,Salisbury,21804,Yes,2,Active,2,2,Apr 04 2023,Apr 03 2024,Dec 08 2020,,,No Additional Staff,Sally Gill
Charles,256931,Center,Everyday Play N Learn Child Development Center,White Plains,20695,Yes,1,Active,1,3,Jan 11 2023,Jan 11 2024,Nov 17 2020,,,,Laura Suguiyama
Montgomery,256929,Family Childcare,Carolyn Haas,Rockville,20853,Yes,1,Active,1,2,Dec 05 2023,Dec 04 2024,May 31 2022,,,No Additional Staff,Karina Cortes Hudack
Queen Anne's,256928,Center,Shine Like Stars Preschool,Chester,21619,Yes,0,,,,,,Aug 15 2023,,,,Julie Mitchell
Montgomery,256930,Family Childcare,Vassilena Zaloznaya,Kensington,20895,Yes,0,,,,,,Nov 08 2022,,,,
Allegany,256934,Family Childcare,Shandi Ortiz,Cumberland,21502,Yes,1,Active,1,2,Jul 19 2023,Jul 18 2024,Nov 17 2020,,,,Yvette Dodson
Frederick,256939,Center,"Clubhouse Kids, LLC",Frederick,21701,Yes,1,Active,1,3,Oct 10 2023,Oct 09 2024,Nov 17 2020,,,,Nancy Gumbel
Montgomery,256965,Family Childcare,Omolara Bedu,Silver Spring,20904,Yes,3,Active,3,2,Aug 29 2023,Aug 28 2024,Apr 13 2021,,,No Additional Staff,Carla Hillery
Montgomery,15-023512,Prekindergarten,Up County Early Childhood Center,Gaithersburg,20877,Yes,0,,,,,,Nov 17 2020,,,,
Montgomery,15-23507,Prekindergarten,MacDonald Knolls Early Childhood Center,Silver Spring,20901,Yes,0,,,,,,Nov 17 2020,,,Maryland Accreditation 2026-06-30,
Charles,256968,Center,Guidepost at Hampshire,Waldorf,20603,Yes,0,,,,,,Oct 13 2022,,,,
Baltimore,256969,Family Childcare,Jada Barnhardt,Parkville,21234,Yes,1,Active,1,2,Dec 28 2023,Dec 27 2024,Nov 17 2020,,,,Nancy Gumbel
Wicomico,256967,Center,Lighthouse Christian Childcare Upper Campus,Hebron,21830,Yes,1,Active,1,2,Oct 04 2023,Oct 03 2024,Dec 29 2020,,,,Julie Mitchell
Baltimore City,254628,LOC,School of the Cathedral/Cathedral Extended Day,Baltimore,21210,Yes,1,Active,1,3,Feb 14 2023,Feb 14 2024,Jan 12 2022,,,,Amy Brannock
Baltimore,256980,Center,Blastoff Learning Center,Owings Mills,21117,Yes,1,Active,1,3,Sep 01 2023,Aug 31 2024,Nov 17 2020,,,,Laura Suguiyama
Baltimore City,256981,Center,Family Rainbow Learning Center II,Baltimore,21207,Yes,1,Active,1,3,Aug 14 2023,Aug 13 2024,Jan 12 2021,,,,Trish Miller
Baltimore,256983,Family Childcare,Chaunte America,Baltimore,21220,Yes,1,Active,1,2,Apr 11 2023,Apr 10 2024,Jan 26 2021,,,,Liana Vega-Hernandez
Harford,256984,Center,The Epicenter at Aberdeen,Aberdeen,21001,Yes,1,Active,1,2,Mar 23 2023,Mar 22 2024,Apr 13 2021,,,,Sarah Thistle
Baltimore,257001,Large Family Childcare,Rachel Fakheri,Pikesville,21208,Yes,1,Active,1,2,Jun 07 2023,Jun 06 2024,Sep 15 2021,,,,Michelle Gray
Baltimore,257004,Family Childcare,Tiffany Carraway,Gwynn Oak,21207,Yes,4,Active,4,2,Aug 10 2023,Aug 09 2024,Dec 08 2020,,,No Additional Staff  | National Association for Family Child Care (NAFCC) 2025-02-01,Julie Mitchell
Baltimore,257006,Center,Kreative Kidz,Woodlawn,21207,Yes,1,Active,1,3,Sep 27 2023,Sep 26 2024,Dec 08 2020,,,,Liana Vega-Hernandez
Frederick,257023,Family Childcare,Iveth Patricia Runk,Frederick,21702,Yes,1,Active,1,2,Aug 23 2023,Aug 22 2024,Jun 07 2023,,,,Wendy Dantzler
Anne Arundel,257030,Family Childcare,Lushonda Okoli,Laurel,20724,Yes,3,Active,3,2,Aug 30 2023,Aug 29 2024,Jul 07 2021,,,No Additional Staff,Theresa Lutz
Baltimore,257031,Family Childcare,Yaira Dupon,Pikesville,21208,Yes,0,,,,,,Jun 20 2023,,,,Wendy Dantzler
Prince George's,16-0918,Prekindergarten,James Ryder Randall Early Childhood Center,Clinton,20735,Yes,4,Active,4,1,Sep 27 2023,Sep 26 2024,Aug 30 2022,,,,Michelle Bruns
Baltimore City,259625,Large Family Childcare,Patricia Neal,Baltimore,21216,Yes,1,Active,3,2,Feb 21 2023,Feb 21 2024,Dec 08 2020,,,,Karina Cortes Hudack
Frederick,257042,Center,Kiddie Academy of Urbana,Urbana,21704,Yes,2,Active,2,3,Jun 26 2023,Jun 25 2024,Dec 29 2020,,,National Association for the Education of Young Children (NAEYC) 2027-09-01,Sarah Thistle
Montgomery,258045,Large Family Childcare,Rana Kayed,Rockville,20855,Yes,3,Active,3,2,Apr 07 2023,Apr 06 2024,Jan 12 2021,,,,Sally Gill
Baltimore City,118860,LOC,Christ Church Nursery School,Baltimore,21230,Yes,1,Active,1,3,Apr 21 2023,Apr 20 2024,Nov 09 2021,,,,Ann Evans
Harford,257063,Center,Primrose of Bel Air,Bel Air,21015,Yes,3,Active,3,3,Apr 03 2023,Apr 02 2024,Mar 30 2021,,,Cognia Early Learning Accreditation 2029-06-30,Rachel Dorf
Frederick,257068,Family Childcare,Maria Vaca De Paz,Frederick,21704,Yes,1,Active,1,2,Jun 21 2023,Jun 20 2024,Dec 29 2020,,,,Liana Vega-Hernandez
Charles,257069,Family Childcare,Miama Walter,Waldorf,20602,Yes,1,Active,1,2,Mar 01 2023,Feb 29 2024,Feb 09 2021,,,,Sally Gill
Frederick,257070,Family Childcare,Heather Churchey,Frederick,21703,Yes,3,Active,3,2,May 02 2023,May 01 2024,Jan 12 2021,,,,Sarah Thistle
Talbot,257066,Family Childcare,Katina Emory,Easton,21601,Yes,1,Active,2,2,Feb 23 2023,Feb 23 2024,Dec 29 2020,,,,Carla Hillery
Baltimore,257084,Family Childcare,Ashley Neal,Baltimore,21236,Yes,2,Active,2,2,Sep 12 2023,Sep 11 2024,Jan 12 2021,,,,Sally Gill
Baltimore,257100,Family Childcare,Genea Ammons,Parkville,21234,Yes,1,Active,1,2,Nov 07 2023,Nov 06 2024,Jan 12 2021,,,,Laura Suguiyama
Montgomery,257101,Family Childcare,Gale Mitchell,Silver Spring,20906,Yes,1,Active,1,2,Nov 01 2023,Oct 31 2024,Oct 25 2022,,,,Wendy Dantzler
Kent,257102,Family Childcare,Tichaja Suggs,Worton,21678,Yes,1,Active,1,2,Jun 02 2023,Jun 01 2024,Jan 12 2021,,,,Laura Suguiyama
Montgomery,257103,Family Childcare,Alesha Brown,Germantown,20874,Yes,1,Active,1,2,Jun 12 2023,Jun 11 2024,Jan 12 2021,,,No Additional Staff,Laura Suguiyama
Washington,257124,Family Childcare,Payton Degrange,Hagerstown,21740,Yes,1,Active,1,2,Nov 06 2023,Nov 05 2024,Feb 09 2021,,,No Additional Staff,Laura Suguiyama
Howard,257128,Center,Brookfield Christian School,Columbia,21044,Yes,1,Active,1,3,Apr 17 2023,Apr 16 2024,Mar 09 2021,,,,Trish Miller
Baltimore,68512,LOC,Holy Cross Lutheran Preschool,Towson,21286,Yes,0,,,,,,Feb 28 2023,,,,Amy Brannock
Queen Anne's,257129,Family Childcare,Kimberly Hutson,Stevensville,21666,Yes,2,Active,2,2,Apr 29 2023,Apr 28 2024,Jan 12 2021,,,No Additional Staff,Rachel Dorf
Baltimore,257143,Center,Zoned for Kidz at Hillendale,Parkville,21234,Yes,1,Active,1,3,Feb 01 2023,Feb 01 2024,Feb 23 2021,,,,Julie Mitchell
Baltimore,257161,Family Childcare,Sara Peacock,Baltimore,21228,Yes,1,Active,1,2,Feb 21 2023,Feb 21 2024,May 11 2021,,,,Liana Vega-Hernandez
Baltimore,257969,Family Childcare,Brandy Webster,Nottingham,21236,Yes,3,Active,3,2,Aug 08 2023,Aug 07 2024,Jan 26 2021,,,No Additional Staff,Liana Vega-Hernandez
Prince George's,257163,Family Childcare,Nadia Brinson,Bowie,20715,Yes,1,Active,1,2,May 03 2023,May 02 2024,Jan 26 2021,,,No Additional Staff,Liana Vega-Hernandez
Baltimore City,257182,Family Childcare,Otturess Smith,Baltimore,21223,Yes,1,Active,1,2,Nov 27 2023,Nov 26 2024,Mar 09 2021,,,,Laura Suguiyama
Frederick,257181,Family Childcare,Mirna Salas,Frederick,21704,Yes,1,Active,1,2,Aug 02 2023,Aug 01 2024,Aug 02 2022,,,,Sally Gill
Cecil,257183,Center,Growing Little Minds Early Learning Center,Perryville,21903,Yes,1,Active,1,3,Mar 17 2023,Mar 16 2024,Feb 09 2021,,,,Laura Suguiyama
Prince George's,257187,Center,University of Maryland Child Development Center,College Park,20740,Yes,1,Active,1,3,Dec 22 2023,Dec 21 2024,Apr 27 2021,,,,Sarah Thistle
Baltimore City,257185,Family Childcare,Gwendolyn Houston,Baltimore,21229,Yes,1,Active,1,2,Aug 28 2023,Aug 27 2024,May 25 2021,,,,Liana Vega-Hernandez
Prince George's,257188,Family Childcare,Krysten Gaddy,Upper Marlboro,20774,Yes,1,Active,1,2,Jul 14 2023,Jul 13 2024,Mar 09 2021,,,,Carla Hillery
Baltimore,257190,Family Childcare,Traci Fowlkes- Guy,Owings Mills,21117,Yes,1,Active,1,2,Sep 11 2023,Sep 10 2024,Apr 05 2022,,,,Nancy Gumbel
Anne Arundel,257189,Center,Little Scholars Child Development Center,Annapolis,21401,Yes,1,Active,1,3,Feb 01 2023,Feb 01 2024,Feb 09 2021,,,,Rachel Dorf
Worcester,257200,Family Childcare,Heather Calloway,Whaleyville,21872,Yes,1,Active,1,2,Dec 13 2023,Dec 12 2024,Oct 13 2022,,,,Ann Evans
Washington,257223,Center,YMCA Cascade ASP,Highfield-Cascade,21719,Yes,1,Active,1,2,May 25 2023,May 24 2024,May 04 2022,,,,Sarah Thistle
Talbot,260265,Center,Polaris Village Ministries,Easton,21601,Yes,1,Active,1,3,Dec 19 2023,Dec 18 2024,Mar 30 2021,,,,Rachel Dorf
Montgomery,253145,LOC,Our Lady of Lourdes School,Bethesda,20814,Yes,1,Active,1,3,Nov 29 2023,Nov 28 2024,Feb 23 2021,,,,Trish Miller
Montgomery,257240,Family Childcare,Morena Vasquez,Olney,20832,Yes,1,Active,1,2,Jun 06 2023,Jun 05 2024,Jan 12 2022,,,,Sally Gill
Prince George's,257245,Family Childcare,Rose Ajuzie,Laurel,20707,Yes,0,,,,,,Jun 20 2023,,,,Wendy Dantzler
Baltimore City,257244,Family Childcare,Sheena Love,Baltimore,21206,Yes,1,Active,1,2,Dec 12 2023,Dec 11 2024,Mar 09 2021,,,,Beth Snyder
Prince George's,257246,Family Childcare,Qamaronnisa Khan,Laurel,20707,Yes,1,Active,1,2,Aug 23 2023,Aug 22 2024,Apr 19 2022,,,,Nancy Gumbel
Baltimore City,257266,Center,Old Mother Hubbard Child Care Center,Baltimore,21229,Yes,3,Active,3,3,May 25 2023,May 24 2024,Mar 09 2021,,,,Laura Suguiyama
Howard,257271,Center,Howard County Conservancy at Belmont,Elkridge,21075,Yes,1,Active,1,3,Apr 24 2023,Apr 23 2024,Sep 28 2021,,,,Amy Brannock
Frederick,257268,Center,"The Valley School, Inc.",Ijamsville,21754,Yes,5,Active,5,3,Dec 15 2023,Dec 14 2024,Mar 30 2021,,,Maryland Accreditation 2026-10-31,Julie Mitchell
Baltimore,257269,Center,"Play Centers, Inc. At Carney Elementary",Baltimore,21234,Yes,3,Active,3,2,Jun 06 2023,Jun 05 2024,Jun 08 2021,,,,Theresa Lutz
Harford,257281,Center,Caliday Before and After Care of Emmorton Elementary,Bel Air,21015,Yes,1,Active,1,2,Nov 08 2023,Nov 07 2024,Mar 30 2021,,,,Laura Suguiyama
Harford,257280,Center,Caliday Before and After Care of Forest Hill,Forest Hill,21050,Yes,1,Active,1,2,Nov 08 2023,Nov 07 2024,Mar 30 2021,,,,Laura Suguiyama
Anne Arundel,257283,Family Childcare,Ebonique Williams,Laurel,20724,Yes,3,Active,3,2,May 02 2023,May 01 2024,Mar 09 2021,,,No Additional Staff,Carla Hillery
Montgomery,257285,Family Childcare,Ibeth Lucina Herrera De Rivas,Germantown,20874,Yes,4,Active,4,2,Nov 09 2023,Nov 08 2024,Mar 23 2021,,,No Additional Staff,Karina Cortes Hudack
Baltimore City,257289,Center,Positive Youth Expressions,Baltimore,21216,Yes,1,Active,1,3,Mar 01 2023,Feb 29 2024,Nov 09 2021,,,,Theresa Lutz
Anne Arundel,257288,Center,Monarch Academy Glen Burnie,Glen Burnie,21060,Yes,1,Active,1,2,Oct 31 2023,Oct 30 2024,Mar 30 2021,,,,Liana Vega-Hernandez
Prince George's,257300,Center,Creative Scholars,Laurel,20707,Yes,1,Active,1,3,May 05 2023,May 04 2024,Jan 25 2022,,,,Liana Vega-Hernandez
Prince George's,257303,Family Childcare,Christine Campbell,Lanham,20706,Yes,2,Active,2,2,Jul 12 2023,Jul 11 2024,Mar 30 2021,,,No Additional Staff,Nancy Gumbel
Cecil,257304,Family Childcare,Vicki Barham,Elkton,21921,Yes,1,Active,1,2,May 31 2023,May 30 2024,May 25 2021,,,,Liana Vega-Hernandez
Howard,259081,Family Childcare,Sadia Ahmed,Columbia,21045,Yes,1,Active,1,2,Apr 17 2023,Apr 16 2024,Feb 08 2022,,,,Liana Vega-Hernandez
Frederick,259708,Family Childcare,Eliza Urizar,Frederick,21702,Yes,1,Active,1,2,Aug 24 2023,Aug 23 2024,Sep 22 2022,,,,Karina Cortes Hudack
Baltimore,257327,Family Childcare,Felicia Gillis,Owings Mills,21117,Yes,1,Active,1,2,May 31 2023,May 30 2024,May 11 2021,,,,Ann Evans
Montgomery,257329,Center,KidsCo @ Luxmanor Elementary,Rockville,20852,Yes,1,Active,1,2,Dec 12 2023,Dec 11 2024,Aug 03 2021,,,,Laura Suguiyama
Harford,257342,Family Childcare,Tiffany Taylor,Aberdeen,21001,Yes,1,Active,1,2,Jun 26 2023,Jun 25 2024,Apr 13 2021,,,,Nancy Gumbel
Howard,257341,Family Childcare,Penka Stanimirova,Columbia,21044,Yes,1,Active,1,2,Aug 30 2023,Aug 29 2024,Apr 25 2023,,,,Wendy Dantzler
Baltimore City,257347,Family Childcare,Dana Ruan,Baltimore,21213,Yes,1,Active,1,2,Dec 14 2023,Dec 13 2024,Apr 13 2021,,,,Carla Hillery
Montgomery,257348,Family Childcare,Torece Utsey,Clarksburg,20871,Yes,1,Active,1,2,Jan 18 2023,Jan 18 2024,May 11 2021,,,No Additional Staff,Carla Hillery
Montgomery,257360,Family Childcare,Carlita Miller,Germantown,20874,Yes,0,,,,,,Feb 14 2023,,,,Amy Brannock
Montgomery,257363,Family Childcare,Sentayehu Guale,Silver Spring,20906,Yes,1,Active,1,2,Jul 18 2023,Jul 17 2024,Jun 08 2021,,,,Trish Miller
Charles,257370,Family Childcare,Latisha Daniels,Waldorf,20601,Yes,4,Active,4,2,Jun 29 2023,Jun 28 2024,Apr 13 2021,,,No Additional Staff,Ann Evans
Howard,257371,Center,ICare Early Learning Center,Clarksville,21029,Yes,1,Active,1,3,Oct 30 2023,Oct 29 2024,Apr 27 2021,Eco-Friendly Program 2024-02-22,,,Ann Evans
Baltimore,257364,Center,Caliday Before and After Care of Sparks,Sparks,21152,Yes,1,Active,1,2,Mar 21 2023,Mar 20 2024,Apr 13 2021,,,,Laura Suguiyama
Baltimore,257382,Center,Caliday Before and After Care of Pot Spring,Timonium,21093,Yes,1,Active,1,2,Mar 21 2023,Mar 20 2024,Apr 13 2021,,,,Laura Suguiyama
Baltimore,257381,Center,Caliday Before and After Care of Pine Grove,Baltimore,21234,Yes,1,Active,1,2,Mar 21 2023,Mar 20 2024,Apr 13 2021,,,,Laura Suguiyama
Baltimore City,257387,Family Childcare,Sabrina Hite,Baltimore,21214,Yes,1,Active,1,2,Apr 03 2023,Apr 02 2024,May 11 2021,,,,Liana Vega-Hernandez
Montgomery,257401,Family Childcare,Nicole Nedd,Clarksburg,20871,Yes,1,Active,1,2,Jun 02 2023,Jun 01 2024,May 11 2021,,,,Yvette Dodson
Anne Arundel,257402,Center,Crofton Elementary School Age Child Care,Crofton,21114,Yes,1,Active,1,2,May 31 2023,May 30 2024,May 25 2021,,,,Jennifer Blandford
Baltimore,257413,Center,Caliday Before and After Care of Lutherville,Lutherville,21093,Yes,1,Active,1,2,Mar 21 2023,Mar 20 2024,May 25 2021,,,,Laura Suguiyama
Prince George's,257410,Family Childcare,Darlene Easterling,Cheltenham,20623,Yes,2,Active,2,2,Sep 15 2023,Sep 14 2024,Sep 28 2021,,,No Additional Staff,Michelle Gray
